Prediccion
59.24618149
63.60176849
91.07022095
78.85407257
71.02325439
63.55715561
69.15196991
72.27394867
64.72303009
70.67255402
81.65450287
79.808815
58.02357101
58.57863617
70.14372253
77.76006317
73.1747818
66.22904205
65.03144073
57.03723145
69.18438721
76.45906067
74.55130005
72.71453094
