Prediccion
61.22265244
65.19160461
92.85610199
86.46369171
76.49232483
73.45578766
72.36360168
76.20726013
69.40422821
74.28632355
83.67316437
81.47815704
60.82852173
62.99834442
73.98634338
85.42967224
78.76542664
73.30213165
71.01377106
66.22367096
73.41227722
78.53030396
81.1151886
81.31658173
